id,name,ticker,trading_type,settlement_type,enabled,description
282,Mirgor,MIRG,STOCK,ONE_WORKING_DAY,true,"Mirgor SA es una empresa con sede en Argentina dedicada principalmente a la fabricación de electrónica del hogar. Sus actividades están estructuradas en dos segmentos de negocio: Automotriz, especializado en la producción y distribución de sistemas de aire acondicionado, cajas de engranajes, unidades de termocambiadores y conjuntos de ruedas para automóviles, y Electrodomésticos, que se involucra en la fabricación y comercialización de unidades residenciales y comerciales de aire acondicionado, hornos microondas, monitores, notebooks, equipos de sonido y teléfonos celulares bajo la marca Samsung, entre otros."
270,Pampa Energia,PAMP,STOCK,ONE_WORKING_DAY,true,"Pampa Energía S.A. es una compañía de electricidad integrada. La compañía, a través de sus filiales, se dedica a la generación, transmisión y distribución de energía eléctrica en Argentina. Sus segmentos incluyen la generación, transmisión, distribución, petróleo y gas, holding y otros."
277,Grupo Supervielle,SUPV,STOCK,ONE_WORKING_DAY,true,"Grupo Supervielle S.A. es una grupo de servicios financieros universales basada en Argentina. La Compañía ofrece servicios de banca minorista y cooperativa, tesorería, financiación al consumo, seguros, gestión de activos y otros productos y servicios en todo el país a una amplia base de clientes que incluye: particulares, pequeñas y medianas empresas y empresas medianas y grandes, entre otras. La Compañía opera a través de una plataforma multimarca y multicanal con huella nacional estrategia."
283,Telecom Argentina,TECO2,STOCK,ONE_WORKING_DAY,true,"Telecom Argentina S.A. ofrece servicios de telecomunicaciones de líneas fijas en Argentina y otros servicios relacionados con la telefonía, como el servicio de larga distancia internacional, transmisión de datos, soluciones de tercerización de tecnologías de información y servicios de Internet. Los segmentos de la empresa son: servicios de telecomunicaciones fijas (servicios fijos), servicios de telecomunicaciones móviles personales (servicios móviles personales) y servicios de telecomunicaciones móviles Núcleo (servicios móviles Núcleo). La empresa, a través de sus subsidiarias, también ofrece servicios de telecomunicaciones móviles y servicios mayoristas internacionales. El segmento de servicios fijos consta de servicios de telefonía básica, servicios de interconexión, transmisión de datos y servicios de Internet, servicios de tecnología de información y comunicación y otros servicios telefónicos."
285,Transportadores de Gas del Norte,TGNO4,STOCK,ONE_WORKING_DAY,true,"Transportadora de Gas del Norte S.A. es una compañía argentina principalmente dedicada a la distribución de gas natural. Además, la compañía también distribuye gas a Chile, Brasil y Uruguay."
271,Transportadora de Gas Del Sur,TGSU2,STOCK,ONE_WORKING_DAY,true,"Transportadora de Gas del Sur S.A. se dedica al transporte de gas natural, y la producción y comercialización de líquidos de gas natural (Líquidos). La compañía opera a través de cuatro segmentos: Servicios de Transporte de Gas Natural, Producción y Comercialización de Líquidos, Otros Servicios y Telecomunicaciones. El segmento de Transporte de Gas Natural incluye la capacidad del gasoducto, que es reservada y se paga. Su segmento de Producción y Comercialización de Líquidos consiste en actividades de procesamiento de gas natural. El segmento de TGS presta servicios de fases intermedias que consisten en servicios de acondicionamiento, recolección y compresión de gas, que se realizan en la cabeza del pozo, así como actividades relacionadas con la construcción, operación y mantenimiento de los gasoductos y las plantas compresoras."
284,Transener,TRAN,STOCK,ONE_WORKING_DAY,true,"Su denominación social completa es Compañía de Transporte de Energía Eléctrica en Alta Tensión S.A. y se dedica al transporte de energía eléctrica en alta tensión. También ofrece servicios profesionales tales como mantenimiento de líneas y subestaciones, operación de líneas y subestaciones, supervisión e inspección de obras de transmisión, así como servicios de ingeniería y consultoría, entre otros."
272,Ternium (Acción),TXAR,STOCK,ONE_WORKING_DAY,true,"Ternium Argentina SA, es una empresa con sede en Argentina dedicada a la industria del acero. Las actividades de la Compañía se dividen en tres segmentos: Acero Revestido, Acero No Revestido y Otros. La división de Acero Revestido se enfoca en la producción de láminas de acero galvanizado, electrogalvanizado, prepintado y hojalata. La división de Acero No Revestido es responsable de la fabricación de acero laminado en caliente y en frío. La división Otros incluye losas de acero, fundición de lingotes, así como sobremoldeo de acero. Sus productos se utilizan en diversas industrias, como la automotriz, la construcción, la maquinaria industrial y los equipos comerciales."
275,Grupo Financiero Valores,VALO,STOCK,ONE_WORKING_DAY,true,"Grupo Financiero Valores SA, es una compañía con sede en Argentina dedicada a las actividades financieras y de inversión. La Compañía opera a través de dos segmentos: Actividad de inversión y Actividad bancaria, que comprende las actividades de Banco de Valores S.A., una filial de la Compañía. Banco de Valores S.A. sirve como un fideicomisario y agente de custodia de inversiones colectivas, tales como fideicomisos y fondos mutuos, un emisor de valores gubernamentales y corporativos, incluyendo acciones y títulos de deuda, y un asegurador de ofertas pública de adquisición (OPA) en el mercado de capitales argentino. Las filiales de la Compañía también incluyen Mercado de Futuros y Opciones S.A., que se especializa en el corretaje de contratos de futuros y opciones."
273,YPF,YPFD,STOCK,ONE_WORKING_DAY,true,"YPF SA es una empresa de energía. La empresa opera una cadena totalmente integrada de petróleo y gas. La empresa opera a través de varios segmentos, entre los que se encuentran exploración y producción, derivados y corporativo y otros. El segmento de exploración y producción de la empresa incluye las actividades de exploración y producción, adquisiciones de gas natural y petróleo crudo, ventas de gas natural y, en menor medida, petróleo crudo a terceros y ventas entre segmentos de petróleo crudo, gas natural y sus derivados. El segmento de derivados de la empresa se dedica a la refinación, el transporte y la compra de petróleo crudo y gas natural a terceros y ventas entre segmentos, y a la comercialización de petróleo crudo, gas natural, productos refinados, petroquímicos, generación de energía eléctrica y distribución de gas natural."
70,American Airlines,AAL,CEDEARS,ONE_WORKING_DAY,true,American Airlines Group Inc es un conglomerado que opera como compañía aérea de red. Ofrece servicios de transporte aéreo programado tanto pasajeros como para carga. Tiene una flota de más de 800 aviones y opera tanto dentro como fuera de Estados Unidos.
1,Apple,AAPL,CEDEARS,ONE_WORKING_DAY,true,"Apple Inc. diseña, fabrica y comercializa equipos electrónicos, ofrece servicios de pago, contenido digital, nube y publicidad. Dentro de los equipos electrónicos podemos encontrar teléfonos inteligentes, computadoras personales y profesionales, tablets y accesorios como auriculares o relojes inteligentes. Su mercado se centra en el consumo tanto de personas físicas como para educación, empresas y sectores gubernamentales en todo el mundo."
436,Ambev,ABEV,CEDEARS,ONE_WORKING_DAY,true,"Ambev SA tiene como actividad principal la producción y distribución de cerveza. También opera en el negocio de gaseosas, bebidas sin alcohol y no carbonatadas con marcas patentadas. Cuenta con derechos exclusivos de embotellado y distribución de productos Pepsi CSD en Brasil."
80,Airbnb,ABNB,CEDEARS,ONE_WORKING_DAY,true,Airbnb Inc opera una plataforma de estadías y experiencias para huéspedes de todo el mundo. A través del servicio web y aplicación conecta anfitriones y viajeros para reservar tanto espacios de estadía como experiencias de viajes.
310,Accenture,ACN,CEDEARS,ONE_WORKING_DAY,true,"Accenture PLC ofrece servicios y soluciones de consultoría de gestión y tecnología. Entrega una gama de capacidades y soluciones especializadas a clientes de todas las industrias a nivel mundial. Opera una red de empresas que brinda asesoría, tecnología, externalización y alianzas."
491,ETF Global de Acciones ACWI,ACWI,CEDEARS,ONE_WORKING_DAY,true,Invierte en empresas de gran y mediana capitalización de mercados desarrollados y emergentes de todo el mundo. Sigue el índice MSCI ACWI.
368,Adobe,ADBE,CEDEARS,ONE_WORKING_DAY,true,"Adobe Inc. comercializa, desarrolla y provee asistencia de productos y tecnologías de software a diferentes clientes a nivel global. Sus productos se enfocan en que los usuarios se puedan expresar y utilizar información en medios electrónicos e impresos."
227,Adecoagro,ADGO,CEDEARS,ONE_WORKING_DAY,true,"Adecoagro es una empresa agroindustrial en Sudamérica. Se dedica a cultivos agrícolas, operaciones lácteas, y actividades de transformación de tierra. Además se dedica a la siembra, cosecha y comercialización de granos y oleaginosas."
239,Agnico Eagle Mines Limited,AEM,CEDEARS,ONE_WORKING_DAY,true,"Agnico Eagle Mines Limited es una empresa con base en Canadá, productor de oro con desarrollos en varios países de América. Su actividad principal se basa en la producción de metales preciosos, partiendo desde identificación de nuevas reservas mineras hasta la producción y refinamiento de los metales."
485,C3.ai,AI,CEDEARS,ONE_WORKING_DAY,true,"Plataforma de inteligencia artificial aplicada a mantenimiento predictivo, logística y gestión energética."
210,Advanced Micro Devices,AMD,CEDEARS,ONE_WORKING_DAY,true,"Advanced Micro Devices, Inc. opera como una empresa de semiconductores en todo el mundo. La compañía opera en dos segmentos, computación y gráficos y Enterprise, incrustado y semi-personalizado. Sus productos incluyen microprocesadores X86 como unidad de procesamiento acelerado, chipsets, unidades de procesamiento gráficos discretos e integrados (GPU), Centro de datos y GPU profesionales, y servicios de desarrollo y procesadores de servidor y integrado, y productos de sistema en chip semicustominos (SOC), servicios de desarrollo y tecnología para consolas de juegos."
2,Amazon,AMZN,CEDEARS,ONE_WORKING_DAY,true,"Amazon.com Inc se dedica a la venta minorista de productos de consumo. También fabrica y vende dispositivos electrónicos como lectores, tabletas, televisores y otros dispositivos. Además proporciona servicios de cómputo, almacenamiento de bases de datos, y otros servicios web (AWS). Estos servicios son utilizados mundialmente para el funcionamientos de distintas aplicaciones y web conocidas. Por otro lado tiene servicios de membresía, Amazon Prime, que permite acceder a distintas contenidos de multimedia y de streaming."
36,ETF Innovación ARK,ARKK,CEDEARS,ONE_WORKING_DAY,true,"ARKK es un ETF de gestión activa que busca el crecimiento del capital a largo plazo invirtiendo principalmente en valores de renta variables que son relevantes para el desarrollo de innovación disruptiva. Dentro del ETF se incluyen empresas que benefician o son beneficiadas por mejoras tecnológicas y avances en la investigación científicas como robótica, automatización, energías renovables, inteligencia artificial entre otras."
467,ASML Holding,ASML,CEDEARS,ONE_WORKING_DAY,true,Fabricante europeo de sistemas de litografía esenciales para la producción de semiconductores.
225,Yamana Gold Inc (suspendida),AUY,CEDEARS,ONE_WORKING_DAY,false,"El día 03/04/2023 se hizo efectivo el desliste de YAMANA GOLD INC (AUY) en el mercado estadounidense, como consecuencia de la adquisición de esta por parte de Pan American Silver Corp y Agnico Eagle Mines Limited. El Banco Comafi, en su carácter de emisor del programa, comunicó el impacto que esta adquisición tiene en los CEDEARs de Yamana Gold Inc.
En consecuencia, también el CEDEAR queda deslistado de BYMA, es decir, éste no se va a poder comprar ni vender. Te estaremos avisando las próximas novedades respecto a los eventos de pago asociados a medida que estos sean informados por el emisor y procesados por Caja de Valores."
432,Broadcom,AVGO,CEDEARS,ONE_WORKING_DAY,true,"Broadcom Inc. diseña, desarrolla y suministra soluciones de software de semiconductores e infraestructura. Ofrece adaptadores de almacenamiento, controladores, procesadores de redes, codificadores de control de movimiento, sensores ópticos y software de infraestructura y seguridad para modernizar, optimizar y proteger entornos híbridos complejos. Opera mundialmente."
230,American Express,AXP,CEDEARS,ONE_WORKING_DAY,true,"American Express Company, junto con sus subsidiarias, proporciona productos de tarjetas de pago de cargos y crédito, y servicios relacionados con los viajes en todo el mundo. Sus productos y servicios incluyen productos de pago y financiación, servicios de red, cuentas por pagar productos y servicios de gestión de gastos y servicios de viaje y estilo de vida. American Express Company fue fundada en 1850 y tiene su sede en Nueva York, Nueva York."
448,Astrazeneca,AZN,CEDEARS,ONE_WORKING_DAY,true,"AstraZeneca PLC opera como una sociedad de cartera. Mediante subsidiarias, estudia, fabrica y vende productos farmacéuticos y médicos. Centra sus operaciones en ocho áreas terapéuticas, incluyendo gastrointestinal, oncológica, cardiovascular, respiratoria, sistema nervioso central, control del dolor, anestesia e infecciones."
206,Barrick Gold,B,CEDEARS,ONE_WORKING_DAY,true,"Barrick Gold se dedica a la exploración de minas, producción y venta de minerales de oro y cobro. Es propietaria de distintas minas tanto de oro como de cobre a lo largo del mundo."
228,The Boeing Company,BA,CEDEARS,ONE_WORKING_DAY,true,"La Compañía Boeing, junto con sus subsidiarias, diseña, desarrolla, fabrica, vende, servicios y apoya a JetLiners comerciales, aviones militares, satélites, defensa de misiles, sistemas de vuelo espacial y lanzamiento humano, y servicios en todo el mundo. Opera a través de cuatro segmentos: aviones comerciales; Defensa, espacio y seguridad; Servicios globales; y Boeing Capital. El segmento de aviones comerciales desarrolla, produce y comercializa aeronaves comerciales a aviones de aviones comerciales para los requisitos de pasajeros y carga, así como proporciona servicios de soporte de flota. comercializa aeronaves comerciales a aviones de aviones comerciales para los requisitos de pasajeros y carga, así como proporciona servicios de soporte de flota."
213,Bank of America,BA.C,CEDEARS,ONE_WORKING_DAY,true,"Banco de América Corporation proporciona una gama diversificada de servicios financieros de bancarios y no bancarios y productos a través de tres segmentos de negocio: consumidor mundial y pequeñas empresas Banking, corporativa global Banking de inversiones y Patrimonio Mundial y gestión de las inversiones."
208,Alibaba,BABA,CEDEARS,ONE_WORKING_DAY,true,"Alibaba Group Holding Limited, a través de sus subsidiarias, proporciona infraestructura tecnológica y alcance de marketing para ayudar a comerciantes, marcas, minoristas y otras empresas a interactuar con sus usuarios y clientes de China e internacionalmente. Además, la compañía proporciona informática elástica, almacenamiento, red, seguridad, base de datos y big data, y servicios de IT."
433,Braskem,BAK,CEDEARS,ONE_WORKING_DAY,true,"Braskem S.A. fabrica productos petroquímicos y genera electricidad.  La empresa produce etileno, propileno, benceno, tolueno, xileno, butadieno, buteno, isopreno, diciclopentadieno, MTBE, caprolactamo, sulfato de amonio, ciclohexeno, tereftalato de polietileno, polietileno y cloruro de polivinilo (PVC)."
209,Banco Bradesco,BBD,CEDEARS,ONE_WORKING_DAY,true,"Banco Bradesco, junto con sus subsidiarias, ofrece varios productos y servicios bancarios a individuos, empresas y empresas en Brasil e internacionalmente. Opera a través de dos segmentos, banca y seguro."
446,Baidu,BIDU,CEDEARS,ONE_WORKING_DAY,true,"Baidu, Inc. opera un motor de búsqueda en Internet. Ofrece búsquedas algorítmicas y empresariales, noticias, MP3 y búsquedas de imágenes, asistencia por voz, almacenamiento en línea y servicios de navegación. Atiende a clientes a nivel mundial."
95,Bioceres Crop Solutions,BIOX,CEDEARS,ONE_WORKING_DAY,true,"Bioceres Crop Solutions Corp es una empresa argentina de biotecnología agrícola. Ofrece soluciones de productividad de cultivos, que incluyen semillas, tratamiento de semillas, productos biológicos, fertilizantes y demás. La empresa ofrece una plataforma capaz de brindar soluciones a lo largo de todo el ciclo de cultivo, desde la pre siembra hasta el transporte y almacenamiento."
85,Bitfarms,BITF,CEDEARS,ONE_WORKING_DAY,true,Bitfarms Ltd es una empresa de infraestructura Blockchain y minería de criptomonedas. Posee y opera granjas de servidores que validan transacciones de bitcoin blockchain y obtienen criptomonedas a partir de recompensas de bloque y tarifas.
335,Booking,BKNG,CEDEARS,ONE_WORKING_DAY,true,"Booking Holdings Inc. opera como una empresa de viajes en línea. Ofrece una plataforma que permite realizar reservas de viajes, reservas de alojamiento, alquiler de coches, billetes de avión y paquetes vacacionales."
237,Berkshire Hathaway,BRKB,CEDEARS,ONE_WORKING_DAY,true,"Es una sociedad tenedora de origen estadounidense, dueña total o parcial de las acciones de varios grupos empresariales. Sus principales actividades se centran en los seguros, reaseguros y otras inversiones. Algunas de las empresas de las cuales es accionista son Apple, bank Of America, The Coca Cola Company entre otras. Su director ejecutivo actualmente es Warren Buffett."
217,Citigroup,C,CEDEARS,ONE_WORKING_DAY,true,"Citigroup Inc., una compañía de cartera de servicios financieros diversificados, ofrece varios productos y servicios financieros a consumidores, corporaciones, gobiernos e instituciones en América del Norte, América Latina, Asia, Europa, Oriente Medio y África."
373,Caterpillar,CAT,CEDEARS,ONE_WORKING_DAY,true,"Caterpillar Inc. fabrica, diseña y comercializa maquinaria para construcción, minería y uso foresta que comercializa a lo largo del globo."
479,ETF Ciberseguridad,CIBR,CEDEARS,ONE_WORKING_DAY,true,"ETF de ciberseguridad con empresas como CrowdStrike, Palo Alto Networks. Sector en crecimiento."
441,Colgate,CL,CEDEARS,ONE_WORKING_DAY,true,"Colgate-Palmolive Company es una empresa de productos de consumo comercializados en todo el mundo. Sus productos incluyen pasta y cepillos de dientes, champúes, desodorantes, jabones en barra y líquidos, jabón líquido de máquinas de trastes, lavandería, así como nutrición de perros y gatos."
69,Coinbase,COIN,CEDEARS,ONE_WORKING_DAY,true,Coinbase Inc es una plataforma de comercio de criptomonedas que ofrece servicios de intercambio entre criptomonedas y monedas fiduciarias en más de 32 países.
223,Salesforce Inc,CRM,CEDEARS,ONE_WORKING_DAY,true,"Salesforce, Inc. proporciona tecnología de gestión de relaciones con el cliente que reúne a empresas y clientes en todo el mundo. Su plataforma Customer 360 permite a sus clientes trabajar juntos para ofrecer experiencias conectadas para sus clientes. Las ofertas de servicios de la compañía incluyen ventas para almacenar datos, monitorear clientes potenciales y progresos, oportunidades de pronóstico, obtener información a través de análisis e inteligencia de relaciones, y entregar cotizaciones, contratos y facturas; y servicio que permite a las empresas ofrecer un servicio y soporte al cliente de confianza y altamente personalizados a escala."
311,CVS Health Corp,CVS,CEDEARS,ONE_WORKING_DAY,true,"CVS Health Corporation ofrece servicios de atención sanitaria y de farmacia al por menor. Ofrece medicamentos con receta, productos de belleza, cuidado personal, cosméticos y de salud, así como gestión de beneficios de farmacia (PBM), gestión de enfermedades y servicios administrativos."
204,Chevron,CVX,CEDEARS,ONE_WORKING_DAY,true,"Chevron fue fundada en 1879 y se dedica a la exploración, desarrollo, producción y transporte de petróleo crudo y gas natural. Desarrolla actividades también en la refinacion de petroleo, lubricantes, combustibles renovable sy otros."
316,Delta Air Lines,DAL,CEDEARS,ONE_WORKING_DAY,true,"Delta Air Lines, Inc. brinda transporte aéreo programado para pasajeros, carga y correo a través de una red de rutas. Ofrece información sobre el estado del vuelo, reservas, manejo de equipaje y otros servicios relacionados."
376,Diageo,DEO,CEDEARS,ONE_WORKING_DAY,true,"Diageo plc destila, produce y comercializa bebidas alcohólicas. En su oferta de bebidas, incluye vodka, whiskey, tequila, gin y cerveza. Es dueño de marcas como whiskies Johnnie Walker, los vodkas Smirnoff, Ciroc, Tanqueray y Guinness."
68,Despegar,DESP,CEDEARS,ONE_WORKING_DAY,false,"Tras la aprobación del acuerdo de fusión la compañía anunció fecha efectiva de desliste 15-05-2025, los tenedores tendrán derecho a recibir USD 19.50 por cada Acción Ordinaria. Record Date y Fecha de Pago 20-05-25."
397,Danaher,DHR,CEDEARS,ONE_WORKING_DAY,true,"Danaher Corp. es una empresa estadounidense vinculada al desarrollo, producción y comercialización de productos relacionados a la industria médica."
88,ETF Industrial Dow Jones,DIA,CEDEARS,ONE_WORKING_DAY,true,El Diamonds Trust Series I es un conjunto de inversiones que intenta replicar el rendimiento del índice industrial Dow Jones. El índice es uno de los m‡s antiguos del mercado de valores estadounidense y está compuesto por 30 acciones de alta capitalización bursátil.
7,Disney,DISN,CEDEARS,ONE_WORKING_DAY,true,"The Walt Disney Company es un conglomerado de entretenimiento. Dentro de sus subsidiarias podemos encontrar a los parques de Disney con temáticas de todas sus películas. Pixar y Disney son estudios de animación y rodaje que han realizado y siguen realizando películas para todas las edades. Uno de sus últimos desarrollos fue Disney+, una plataforma de entretenimiento audiovisual por streaming."
90,Dow Inc,DOW,CEDEARS,ONE_WORKING_DAY,true,"Dow Chemical Company es una de las empresas químicas más grandes del mundo. Se dedica principalmente a la producción de reactivo químicos y de placas fotovoltaicas de película fina. Durante sus años de trayectoria Dow se especializó en crear valores en productos químicos especializados, materiales avanzados, agrosciences y negocios de plastico."
71,Electronic Arts,EA,CEDEARS,ONE_WORKING_DAY,true,"Electronic Arts Inc desarrolla, comercializa, publica y distribuye videojuegos para distintas plataformas como computadoras, teléfonos móviles y tabletas en todo el mundo. Dentro de sus juegos más conocidos podemos encontrar Los Sims, Plants vs Zombies, FIFA y otros. La empresa además ofrece servicios de publicidad y concede licencias para juegos de terceros."
435,eBay,EBAY,CEDEARS,ONE_WORKING_DAY,true,"eBay Inc. opera como una empresa de comercio electrónico. Se centra en la compra y venta de electrónica, automóviles, ropa y artículos de colección. Cuenta con clientes en todo el mundo."
